Customer_ID,Age,Gender,Marital_Status,Region,Education_Level,Employment_Status,Policy_Type,Policy_Tenure,Policy_Renewal_Count,Total_Claims_Filed,Claim_Amount_Total,Missed_Payments,Family_Members_Insured,Policy_Cancellation_History,Mode_of_Communication,Payment_Mode,Customer_Complaints,Complaint_Resolution_Time,Customer_Support_Calls,Policy_Start_Date,Policy_End_Date,Last_Claim_Date,Last_Payment_Date,Vehicle_Age,Vehicle_Type,Premium_Amount,Churn,Age_Group,YearMonth,churn_probability,Risk_Group
C1,56,Male,Married,Urban,Master's,Employed,Comprehensive,1,4,2,261475,0,4,1,Email,Credit Card,2,14,5,2021-12-02,02-12-2022,09-08-2022,31-07-2022,2,Hatchback,5230,0.0,"(55, 65]",2021-12,0.8176495014275416,High
C2,69,Male,Married,Metro,Master's,Employed,Comprehensive,6,4,2,421019,3,4,2,Email,Cash,8,12,8,2017-08-13,12-08-2023,19-07-2020,04-04-2019,4,SUV,29617,0.0,"(65, 100]",2017-08,0.16076894827324062,Low
C3,46,Male,Married,Urban,Master's,Self-Employed,Comprehensive,1,0,4,19426,0,2,1,In-Person,Credit Card,2,9,3,2022-12-03,03-12-2023,29-04-2023,22-05-2023,6,Hatchback,12751,0.0,"(45, 55]",2022-12,0.583086490537111,Medium
C4,32,Female,Single,Metro,Master's,Unemployed,Third Party,7,2,3,465559,3,2,0,Email,Cash,0,20,7,2016-11-02,01-11-2023,21-09-2019,29-03-2020,12,Hatchback,10390,0.0,"(25, 35]",2016-11,0.2364967199755521,Low
C5,60,Male,Married,Urban,Master's,Self-Employed,Comprehensive,4,1,3,89838,0,1,0,In-Person,Online,6,17,7,2023-04-23,31-12-2023,27-10-2023,11-11-2023,6,Hatchback,7617,0.0,"(55, 65]",2023-04,0.8416773121299216,High
C6,25,Female,Married,Rural,Bachelor's,Employed,Comprehensive,7,3,0,418477,1,2,1,In-Person,Cash,9,4,4,2016-12-08,07-12-2023,2000-01-01 00:00:00,14-09-2022,12,Sedan,7642,0.0,"(18, 25]",2016-12,0.43754283161416696,Medium
C7,38,Male,Married,Rural,Master's,Employed,Comprehensive,1,2,3,442972,0,1,0,Phone,Online,2,12,8,2019-07-25,24-07-2020,30-09-2019,21-01-2020,1,SUV,17087,0.0,"(35, 45]",2019-07,0.48983300584785794,Medium
C8,56,Female,Married,Rural,Bachelor's,Employed,Third Party,3,4,2,294443,1,3,1,Phone,Cheque,2,28,2,2023-06-02,31-12-2023,09-08-2023,13-07-2023,13,Hatchback,18353,0.0,"(55, 65]",2023-06,0.43959660594205174,Medium
C9,36,Male,Single,Urban,Bachelor's,Employed,Third Party,3,5,2,251366,1,1,2,In-Person,Credit Card,7,11,8,2023-12-06,31-12-2023,05-01-2024,31-12-2023,13,Luxury,18686,0.0,"(35, 45]",2023-12,0.5283944459235634,Medium
C10,40,Male,Married,Urban,Master's,Employed,Comprehensive,9,0,3,364906,1,1,2,Email,Online,3,21,7,2019-05-14,31-12-2023,24-09-2020,20-08-2021,13,SUV,16296,0.0,"(35, 45]",2019-05,0.09097506382930587,Low
C11,28,Male,Married,Urban,Bachelor's,Unemployed,Comprehensive,6,4,1,451632,1,4,2,Phone,Cheque,2,22,1,2021-12-15,31-12-2023,13-08-2022,02-08-2022,5,Sedan,15439,0.0,"(25, 35]",2021-12,0.6254708908360035,Medium
C12,28,Male,Married,Metro,Bachelor's,Employed,Comprehensive,7,4,3,79715,3,4,0,Email,Cash,2,29,3,2016-09-09,08-09-2023,16-06-2018,23-07-2019,4,Sedan,11724,0.0,"(25, 35]",2016-09,0.2367707154218629,Low
C13,41,Male,Single,Metro,Bachelor's,Employed,Third Party,8,5,0,477040,2,4,2,In-Person,Credit Card,2,18,7,2022-04-02,31-12-2023,2000-01-01 00:00:00,08-08-2022,4,SUV,19502,0.0,"(35, 45]",2022-04,0.24404399429158985,Low
C14,53,Male,Married,Urban,Bachelor's,Unemployed,Third Party,5,1,2,475889,2,3,2,Phone,Cash,5,19,4,2017-02-14,13-02-2022,12-03-2019,17-08-2018,6,Hatchback,17890,0.0,"(45, 55]",2017-02,0.14863026542239277,Low
C15,57,Female,Married,Metro,Master's,Self-Employed,Comprehensive,4,5,4,60626,0,2,2,Phone,Cash,3,25,9,2020-06-20,31-12-2023,09-01-2022,22-12-2023,6,Luxury,25250,0.0,"(55, 65]",2020-06,0.5260655886822698,Medium
C16,41,Male,Single,Rural,Master's,Employed,Comprehensive,3,5,2,202152,3,4,2,Email,Credit Card,1,8,1,2018-08-09,08-08-2021,23-02-2020,26-11-2018,10,Sedan,8267,0.0,"(35, 45]",2018-08,0.8248144329961624,High
C17,20,Male,Single,Urban,High School,Employed,Comprehensive,6,2,4,310580,0,4,0,In-Person,Cash,2,23,6,2017-12-12,11-12-2023,12-07-2019,27-01-2023,9,Sedan,14324,0.0,"(18, 25]",2017-12,0.6009999502862935,Medium
C18,39,Female,Married,Metro,Bachelor's,Unemployed,Third Party,7,4,3,60100,1,3,2,Email,Online,2,3,6,2023-09-16,31-12-2023,19-12-2023,20-11-2023,3,SUV,19601,0.0,"(35, 45]",2023-09,0.3549684398849079,Low
C19,19,Male,Married,Urban,High School,Employed,Comprehensive,2,4,0,8314,1,1,2,Phone,Online,6,15,4,2018-02-27,27-02-2020,2000-01-01 00:00:00,17-05-2019,3,Hatchback,11107,0.0,"(18, 25]",2018-02,0.5395727094874492,Medium
C20,41,Female,Single,Rural,Bachelor's,Employed,Comprehensive,2,3,0,285966,0,2,2,In-Person,Credit Card,5,28,2,2016-05-03,03-05-2018,2000-01-01 00:00:00,22-03-2018,0,Sedan,14524,0.0,"(35, 45]",2016-05,0.3524723798619366,Low
C21,61,Male,Single,Rural,Bachelor's,Unemployed,Own Damage,2,1,0,315073,1,1,2,Phone,Cheque,4,16,9,2022-12-03,31-12-2023,2000-01-01 00:00:00,15-10-2023,0,Sedan,10386,0.0,"(55, 65]",2022-12,0.720196815537694,High
C22,47,Female,Single,Metro,Bachelor's,Employed,Comprehensive,8,0,1,430987,0,2,2,Email,Cheque,5,16,1,2019-12-29,31-12-2023,24-06-2022,08-10-2021,10,Hatchback,11798,0.0,"(45, 55]",2019-12,0.2399277659693163,Low
C23,55,Male,Single,Urban,Bachelor's,Self-Employed,Comprehensive,1,2,3,404032,0,4,2,Email,Online,7,9,7,2019-01-05,05-01-2020,23-09-2019,27-06-2019,4,Hatchback,15954,0.0,"(45, 55]",2019-01,0.2945389468018911,Low
C24,19,Female,Married,Urban,High School,Employed,Third Party,3,5,1,298183,2,2,0,Phone,Cash,4,22,5,2020-10-22,22-10-2023,20-05-2021,10-02-2022,5,Hatchback,11640,0.0,"(18, 25]",2020-10,0.6854331736112584,Medium
C25,38,Female,Single,Urban,Master's,Employed,Comprehensive,7,3,4,278292,0,1,1,Email,Credit Card,5,17,3,2019-08-10,31-12-2023,28-07-2020,26-04-2022,9,Hatchback,15988,0.0,"(35, 45]",2019-08,0.47263896215366263,Medium
C26,50,Male,Single,Urban,Bachelor's,Employed,Own Damage,1,2,1,363368,1,2,2,In-Person,Credit Card,6,20,3,2015-03-28,27-03-2016,07-11-2015,10-02-2016,12,SUV,19145,0.0,"(45, 55]",2015-03,0.2780900639113628,Low
C27,29,Male,Married,Metro,Bachelor's,Employed,Third Party,2,2,0,121500,0,4,0,In-Person,Cash,2,27,6,2019-04-03,02-04-2021,2000-01-01 00:00:00,22-09-2019,1,Hatchback,12875,0.0,"(25, 35]",2019-04,0.9481477401085645,High
C28,39,Male,Single,Urban,Bachelor's,Employed,Comprehensive,5,0,2,268399,2,1,2,In-Person,Cash,5,14,7,2021-03-02,31-12-2023,10-01-2022,02-08-2022,12,Hatchback,17627,0.0,"(35, 45]",2021-03,0.06263271408618887,Low
C29,61,Female,Married,Urban,Bachelor's,Employed,Third Party,4,2,0,24400,2,1,2,In-Person,Online,9,26,2,2020-10-29,31-12-2023,2000-01-01 00:00:00,09-07-2021,3,SUV,12588,0.0,"(55, 65]",2020-10,0.9844385310347799,High
C30,42,Male,Married,Metro,Master's,Employed,Comprehensive,3,4,3,472509,1,4,2,Email,Cheque,2,28,2,2015-03-15,14-03-2018,22-11-2016,12-08-2017,13,SUV,15806,0.0,"(35, 45]",2015-03,0.02309743462454339,Low
C31,66,Male,Married,Metro,Master's,Unemployed,Comprehensive,8,1,3,128570,1,4,2,Phone,Cheque,5,11,6,2023-12-16,31-12-2023,15-01-2024,31-12-2023,12,Sedan,7428,1.0,"(65, 100]",2023-12,0.997504782902907,High
C32,44,Male,Married,Metro,Master's,Employed,Comprehensive,9,5,0,362746,1,3,1,In-Person,Cash,4,14,7,2018-04-06,31-12-2023,2000-01-01 00:00:00,06-08-2020,12,Hatchback,10524,0.0,"(35, 45]",2018-04,0.7521699626059095,High
C33,59,Male,Married,Urban,Master's,Employed,Comprehensive,2,4,0,437822,3,3,0,In-Person,Cash,1,15,0,2016-04-12,12-04-2018,2000-01-01 00:00:00,31-05-2017,8,Sedan,7595,0.0,"(55, 65]",2016-04,0.16048232294599718,Low
C34,45,Male,Single,Metro,Bachelor's,Employed,Own Damage,6,3,3,81838,3,2,0,Email,Cash,2,4,6,2020-09-05,31-12-2023,01-11-2021,13-07-2023,10,Hatchback,12380,0.0,"(35, 45]",2020-09,0.13555214773598767,Low
C35,33,Female,Married,Urban,Bachelor's,Self-Employed,Comprehensive,9,3,1,119968,1,4,2,Phone,Online,4,18,6,2015-07-28,31-12-2023,03-03-2022,13-01-2018,8,Luxury,40326,0.0,"(25, 35]",2015-07,0.6612729264215128,Medium
C36,32,Male,Married,Urban,Master's,Self-Employed,Third Party,7,0,1,342723,3,4,0,In-Person,Cheque,5,12,3,2022-02-26,31-12-2023,15-06-2022,28-08-2022,14,Hatchback,16946,0.0,"(25, 35]",2022-02,0.7564846701588074,High
C37,64,Female,Single,Rural,Master's,Employed,Comprehensive,6,2,3,264873,1,3,2,Email,Credit Card,6,1,3,2015-03-22,20-03-2021,14-07-2019,13-04-2018,4,Sedan,5273,0.0,"(55, 65]",2015-03,0.6656190554444121,Medium
C38,68,Male,Married,Urban,Bachelor's,Unemployed,Third Party,9,3,0,151093,1,1,2,In-Person,Cash,8,6,8,2019-01-16,31-12-2023,2000-01-01 00:00:00,12-01-2021,10,SUV,15383,0.0,"(65, 100]",2019-01,0.8651715541948484,High
C39,61,Male,Married,Rural,Master's,Employed,Comprehensive,7,4,0,217170,0,2,1,Email,Credit Card,8,27,8,2023-10-02,31-12-2023,2000-01-01 00:00:00,11-11-2023,5,Hatchback,12542,0.0,"(55, 65]",2023-10,0.901249118153111,High
C40,69,Male,Single,Metro,Bachelor's,Employed,Third Party,2,0,3,412702,1,4,2,In-Person,Online,0,2,5,2016-07-27,27-07-2018,26-03-2018,07-02-2018,9,SUV,15064,0.0,"(65, 100]",2016-07,0.5586878308538663,Medium
